,D,T,G
103,0.01,987.492610441767,-6703846.519875906
104,0.01,994.4269076305222,-6775591.399534444
105,0.01,1001.3612048192772,-6847424.538158865
106,0.01,1008.2955020080321,-6919345.5609618705
107,0.01,1015.2297991967873,-6991354.098151124
108,0.01,1022.1640963855423,-7063449.784803284
109,0.01,1029.0983935742972,-7135632.260741684
110,0.01,1036.0326907630522,-7207901.170417542
111,0.01,1042.9669879518074,-7280256.162794613
112,0.01,1049.9012851405623,-7352696.891237191
113,0.01,1056.8355823293173,-7425223.013401344
114,0.01,1063.7698795180725,-7497834.191129314
115,0.01,1070.7041767068274,-7570530.090346943
116,0.01,1077.6384738955824,-7643310.380964126
117,0.01,1084.5727710843375,-7716174.736778102
118,0.01,1091.5070682730925,-7789122.835379551
119,0.01,1098.4413654618475,-7862154.358061461
120,0.01,1105.3756626506024,-7935268.989730576
121,0.01,1112.3099598393576,-8008466.418821444
122,0.01,1119.2442570281125,-8081746.337212966
123,0.01,1126.1785542168675,-8155108.440147344
124,0.01,1133.1128514056227,-8228552.426151393
125,0.01,1140.0471485943776,-8302077.996960131
126,0.01,1146.9814457831326,-8375684.857442591
127,0.01,1153.9157429718875,-8449372.715529792
128,0.01,1160.8500401606427,-8523141.28214477
129,0.01,1167.7843373493977,-8596990.271134669
130,0.01,1174.7186345381526,-8670919.3992048
131,0.01,1181.6529317269078,-8744928.38585459
132,0.01,1188.5872289156628,-8819016.953315418
133,0.01,1195.5215261044177,-8893184.826490216
134,0.01,1202.455823293173,-8967431.732894862
135,0.01,1209.3901204819279,-9041757.402601222
136,0.01,1216.3244176706828,-9116161.568181902
137,0.01,1223.2587148594378,-9190643.964656532
138,0.01,1230.193012048193,-9265204.329439655
139,0.01,1237.127309236948,-9339842.40229009
140,0.01,1244.0616064257028,-9414557.925261773
141,0.01,1250.995903614458,-9489350.642656015
142,0.01,1257.930200803213,-9564220.30097512
143,0.01,1264.864497991968,-9639166.648877367
144,0.01,1271.798795180723,-9714189.437133264
145,0.01,1278.733092369478,-9789288.41858307
146,0.01,1285.667389558233,-9864463.348095512
147,0.01,1292.601686746988,-9939713.982527744
148,0.01,1299.535983935743,-10015040.080686381
149,0.01,1306.4702811244981,-10090441.403289694
150,0.01,1313.404578313253,-10165917.712930862
151,0.01,1320.338875502008,-10241468.774042288
152,0.01,1327.2731726907632,-10317094.352860935
153,0.01,1334.2074698795182,-10392794.21739458
154,0.01,1341.141767068273,-10468568.137389136
155,0.01,1348.076064257028,-10544415.88429681
156,0.01,1355.0103614457832,-10620337.231245203
157,0.01,1361.9446586345382,-10696331.953007238
158,0.01,1368.8789558232932,-10772399.825972011
159,0.01,1375.8132530120483,-10848540.628116367
160,0.01,1382.7475502008033,-10924754.138977336
161,0.01,1389.6818473895582,-11001040.139625316
162,0.01,1396.6161445783132,-11077398.412637994
163,0.01,1403.5504417670684,-11153828.74207502
164,0.01,1410.4847389558233,-11230330.913453335
165,0.01,1417.4190361445783,-11306904.71372324
166,0.01,1424.3533333333335,-11383549.931245053
167,0.01,1431.2876305220884,-11460266.355766477
168,0.01,1438.2219277108434,-11537053.778400542
169,0.01,1445.1562248995986,-11613911.991604162
170,0.01,1452.0905220883535,-11690840.789157253
171,0.01,1459.0248192771085,-11767839.966142459
172,0.01,1465.9591164658634,-11844909.318925396
173,0.01,1472.8934136546186,-11922048.645135425
174,0.01,1479.8277108433736,-11999257.743646938
175,0.01,1486.7620080321285,-12076536.414561156
176,0.01,1493.6963052208837,-12153884.459188418
177,0.01,1500.6306024096386,-12231301.680030892
178,0.01,1507.5648995983936,-12308787.88076579
179,0.01,1514.4991967871485,-12386342.866229007
180,0.01,1521.4334939759037,-12463966.442399176
181,0.01,1528.3677911646587,-12541658.41638213
182,0.01,1535.3020883534136,-12619418.596395804
183,0.01,1542.2363855421688,-12697246.791755475
184,0.01,1549.1706827309238,-12775142.812859405
185,0.01,1556.1049799196787,-12853106.471174866
186,0.01,1563.0392771084337,-12931137.579224475
187,0.01,1569.9735742971889,-13009235.950572897
188,0.01,1576.9078714859438,-13087401.399813877
189,0.01,1583.8421686746988,-13165633.74255762
190,0.01,1590.776465863454,-13243932.795418413
191,0.01,1597.710763052209,-13322298.376002619
192,0.01,1604.6450602409639,-13400730.302896943
193,0.01,1611.579357429719,-13479228.395656958
194,0.01,1618.513654618474,-13557792.474795949
195,0.01,1625.447951807229,-13636422.361773983
196,0.01,1632.382248995984,-13715117.878987262
197,0.01,1639.316546184739,-13793878.849757709
198,0.01,1646.250843373494,-13872705.09832285
199,0.01,1653.185140562249,-13951596.449825829
200,0.01,1660.1194377510042,-14030552.730305763
201,0.01,1667.0537349397591,-14109573.766688239
202,0.01,1673.988032128514,-14188659.38677608
203,0.01,1680.922329317269,-14267809.419240274
204,0.01,1687.8566265060242,-14347023.693611141
205,0.01,1694.7909236947792,-14426302.040269656
206,0.01,1701.7252208835341,-14505644.290439028
207,0.01,1708.6595180722893,-14585050.276176393
208,0.01,1715.5938152610443,-14664519.83036471
209,0.01,1722.5281124497992,-14744052.786704859
210,0.01,1729.4624096385544,-14823648.979707861
211,0.01,1736.3967068273093,-14903308.244687289
212,0.01,1743.3310040160643,-14983030.417751852
213,0.01,1750.2653012048193,-15062815.335798068
214,0.01,1757.1995983935744,-15142662.836503163
215,0.01,1764.1338955823294,-15222572.758318083
216,0.01,1771.0681927710843,-15302544.940460607
217,0.01,1778.0024899598395,-15382579.222908678
218,0.01,1784.9367871485945,-15462675.446393786
219,0.01,1791.8710843373494,-15542833.452394523
220,0.01,1798.8053815261044,-15623053.083130255
221,0.01,1805.7396787148596,-15703334.181554921
222,0.01,1812.6739759036145,-15783676.591350902
223,0.01,1819.6082730923695,-15864080.156923085
224,0.01,1826.5425702811247,-15944544.723392973
225,0.01,1833.4768674698796,-16025070.136592906
226,0.01,1840.4111646586346,-16105656.243060432
227,0.01,1847.3454618473897,-16186302.890032731
228,0.01,1854.2797590361447,-16267009.925441131
229,0.01,1861.2140562248997,-16347777.197905805
230,0.01,1868.1483534136546,-16428604.556730447
231,0.01,1875.0826506024098,-16509491.85189708
232,0.01,1882.0169477911647,-16590438.934060993
233,0.01,1888.9512449799197,-16671445.654545711
234,0.01,1895.8855421686749,-16752511.865338078
235,0.01,1902.8198393574298,-16833637.41908339
236,0.01,1909.7541365461848,-16914822.169080622
237,0.01,1916.6884337349397,-16996065.969277743
238,0.01,1923.622730923695,-17077368.674267083
239,0.01,1930.5570281124499,-17158730.139280804
240,0.01,1937.4913253012048,-17240150.220186375
241,0.01,1944.42562248996,-17321628.773482177
242,0.01,1951.359919678715,-17403165.65629318
243,0.01,1958.29421686747,-17484760.72636659
244,0.01,1965.2285140562249,-17566413.842067715
245,0.01,1972.16281124498,-17648124.862375706
246,0.01,1979.097108433735,-17729893.64687952
247,0.01,1986.03140562249,-17811720.055773847
248,0.01,1992.9657028112451,-17893603.94985512
249,0.01,1999.9,-17975545.190517567
251,4.829277108433735,280.19429718875506,-377.32053332315905
252,4.829277108433735,287.12859437751007,-1476.0985362100828
253,4.829277108433735,294.0628915662651,-3276.4077803286455
254,4.829277108433735,300.99718875502015,-5760.540779148503
255,4.829277108433735,307.93148594377516,-8912.069878083914
256,4.829277108433735,314.86578313253017,-12715.587520846795
257,4.829277108433735,321.8000803212852,-17156.530546930888
258,4.829277108433735,328.7343775100402,-22221.05804175882
259,4.829277108433735,335.66867469879526,-27895.96425337746
260,4.829277108433735,342.60297188755027,-34168.61462827794
261,4.829277108433735,349.5372690763053,-41026.89704895946
262,4.829277108433735,356.4715662650603,-48459.183012431604
263,4.829277108433735,363.4058634538153,-56454.295296788034
264,4.829277108433735,370.34016064257037,-65001.479895887314
265,4.829277108433735,377.2744578313253,-74090.38083383627
266,4.829277108433735,384.2087550200804,-83711.01702265958
267,4.829277108433735,391.1430522088354,-93853.76068189599
268,4.829277108433735,398.0773493975904,-104509.31705979917
269,4.829277108433735,405.0116465863455,-115668.70532645941
270,4.829277108433735,411.94594377510043,-127323.24058151741
271,4.829277108433735,418.8802409638555,-139464.51695279038
272,4.829277108433735,425.8145381526105,-152084.3917731676
273,4.829277108433735,432.7488353413655,-165174.97082183717
274,4.829277108433735,439.68313253012053,-178728.59460673077
275,4.829277108433735,446.61742971887554,-192737.82565409978
276,4.829277108433735,453.5517269076306,-220638.92292620562
277,4.829277108433735,460.48602409638556,-262905.0076563514
278,4.829277108433735,467.42032128514063,-305415.9617120329
279,4.829277108433735,474.35461847389564,-348152.2316566098
280,4.829277108433735,481.28891566265065,-391100.6381895269
281,4.829277108433735,488.2232128514057,-434251.3210878078
282,4.829277108433735,495.1575100401607,-477596.32198339317
283,4.829277108433735,502.09180722891574,-521128.8945427349
284,4.829277108433735,509.02610441767075,-564843.1454694575
285,4.829277108433735,515.9604016064258,-608733.8309423187
286,4.829277108433735,522.8946987951808,-652796.2294962422
287,4.829277108433735,529.8289959839358,-697026.0549244396
288,4.829277108433735,536.7632931726909,-741419.3918650547
289,4.829277108433735,543.6975903614459,-785972.6454483808
290,4.829277108433735,550.6318875502009,-830682.5004507172
291,4.829277108433735,557.5661847389558,-875545.8873624565
292,4.829277108433735,564.5004819277109,-920559.9537655934
293,4.829277108433735,571.434779116466,-965722.0399432268
294,4.829277108433735,578.3690763052209,-1011029.657946147
295,4.829277108433735,585.303373493976,-1056480.4735290757
296,4.829277108433735,592.237670682731,-1102072.2904943987
297,4.829277108433735,599.171967871486,-1147803.0370705368
298,4.829277108433735,606.106265060241,-1193670.754019148
299,4.829277108433735,613.040562248996,-1239673.584217589
300,4.829277108433735,619.9748594377511,-1285809.7635048055
301,4.829277108433735,626.909156626506,-1332077.6126127057
302,4.829277108433735,633.8434538152611,-1378475.5300328943
303,4.829277108433735,640.7777510040162,-1425001.9856916561
304,4.829277108433735,647.7120481927711,-1471655.515325251
305,4.829277108433735,654.6463453815261,-1518434.715463569
306,4.829277108433735,661.5806425702813,-1565338.2389436357
307,4.829277108433735,668.5149397590362,-1612364.790885724
308,4.829277108433735,675.4492369477912,-1659513.125074432
309,4.829277108433735,682.3835341365462,-1706782.0406950477
310,4.829277108433735,689.3178313253013,-1754170.3793824543
311,4.829277108433735,696.2521285140563,-1801677.0225455922
312,4.829277108433735,703.1864257028113,-1849300.8889354586
313,4.829277108433735,710.1207228915664,-1897040.9324288631
314,4.829277108433735,717.0550200803214,-1944896.1400037576
315,4.829277108433735,723.9893172690763,-1992865.5298850955
316,4.829277108433735,730.9236144578314,-2040948.149842797
317,4.829277108433735,737.8579116465864,-2089143.0756257293
318,4.829277108433735,744.7922088353414,-2137449.4095175755
319,4.829277108433735,751.7265060240965,-2185866.279002194
320,4.829277108433735,758.6608032128515,-2234392.835527501
321,4.829277108433735,765.5951004016065,-2283028.253358286
322,4.829277108433735,772.5293975903614,-2331771.7285093972
323,4.829277108433735,779.4636947791166,-2380622.4777517603
324,4.829277108433735,786.3979919678716,-2429579.7376845293
325,4.829277108433735,793.3322891566265,-2478642.763867422
326,4.829277108433735,800.2665863453817,-2527810.830007917
327,4.829277108433735,807.2008835341367,-2577083.2271985807
328,4.829277108433735,814.1351807228916,-2626459.263200306
329,4.829277108433735,821.0694779116466,-2675938.2617676435
330,4.829277108433735,828.0037751004018,-2725519.5620128415
331,4.829277108433735,834.9380722891567,-2775202.517805515
332,4.829277108433735,841.8723694779117,-2824986.497205215
333,4.829277108433735,848.8066666666668,-2874870.8819243857
334,4.829277108433735,855.7409638554218,-2924855.066819453
335,4.829277108433735,862.6752610441768,-2974938.4594080583
336,4.829277108433735,869.6095582329317,-3025120.4794105235
337,4.829277108433735,876.5438554216869,-3075400.5583139253
338,4.829277108433735,883.4781526104418,-3125778.138957202
339,4.829277108433735,890.4124497991968,-3176252.675135961
340,4.829277108433735,897.346746987952,-3226823.631225646
341,4.829277108433735,904.2810441767069,-3277490.4818219417
342,4.829277108433735,911.2153413654619,-3328252.7113973573
343,4.829277108433735,918.1496385542168,-3379109.8139729616
344,4.829277108433735,925.083935742972,-3430061.2928044256
345,4.829277108433735,932.018232931727,-3481106.660081495
346,4.829277108433735,938.9525301204819,-3532245.4366401667
347,4.829277108433735,945.8868273092371,-3583477.1516868407
348,4.829277108433735,952.8211244979921,-3634801.3425337723
349,4.829277108433735,959.755421686747,-3686217.554345289
350,4.829277108433735,966.6897188755022,-3737725.3398941183
351,4.829277108433735,973.6240160642571,-3789324.2593273693
352,4.829277108433735,980.5583132530121,-3841013.8799416586
353,4.829277108433735,987.492610441767,-3892793.77596692
354,4.829277108433735,994.4269076305222,-3944663.5283584916
355,4.829277108433735,1001.3612048192772,-3996622.724597043
356,4.829277108433735,1008.2955020080321,-4048670.9584960537
357,4.829277108433735,1015.2297991967873,-4100807.830016391
358,4.829277108433735,1022.1640963855423,-4153032.945087732
359,4.829277108433735,1029.0983935742972,-4205345.915436512
360,4.829277108433735,1036.0326907630522,-4257746.358420093
361,4.829277108433735,1042.9669879518074,-4310233.896866874
362,4.829277108433735,1049.9012851405623,-4362808.15892212
363,4.829277108433735,1056.8355823293173,-4415468.777899249
364,4.829277108433735,1063.7698795180725,-4468215.392136327
365,4.829277108433735,1070.7041767068274,-4521047.644857587
366,4.829277108433735,1077.6384738955824,-4573965.184039762
367,4.829277108433735,1084.5727710843375,-4626967.662283005
368,4.829277108433735,1091.5070682730925,-4680054.736686253
369,4.829277108433735,1098.4413654618475,-4733226.068726843
370,4.829277108433735,1105.3756626506024,-4786481.324144199
371,4.829277108433735,1112.3099598393576,-4839820.172827449
372,4.829277108433735,1119.2442570281125,-4893242.288706816
373,4.829277108433735,1126.1785542168675,-4946747.349648644
374,4.829277108433735,1133.1128514056227,-5000335.037353908
375,4.829277108433735,1140.0471485943776,-5054005.037260076
376,4.829277108433735,1146.9814457831326,-5107757.038446232
377,4.829277108433735,1153.9157429718875,-5161590.7335412875
378,4.829277108433735,1160.8500401606427,-5215505.818635219
379,4.829277108433735,1167.7843373493977,-5269501.993193164
380,4.829277108433735,1174.7186345381526,-5323578.9599723425
381,4.829277108433735,1181.6529317269078,-5377736.424941632
382,4.829277108433735,1188.5872289156628,-5431974.097203746
383,4.829277108433735,1195.5215261044177,-5486291.688919921
384,4.829277108433735,1202.455823293173,-5540688.915236984
385,4.829277108433735,1209.3901204819279,-5595165.494216766
386,4.829277108433735,1216.3244176706828,-5649721.146767752
387,4.829277108433735,1223.2587148594378,-5704355.596578891
388,4.829277108433735,1230.193012048193,-5759068.570055504
389,4.829277108433735,1237.127309236948,-5813859.796257185
390,4.829277108433735,1244.0616064257028,-5868729.006837677
391,4.829277108433735,1250.995903614458,-5923675.935986611
392,4.829277108433735,1257.930200803213,-5978700.320373057
393,4.829277108433735,1264.864497991968,-6033801.899090837
394,4.829277108433735,1271.798795180723,-6088980.413605526
395,4.829277108433735,1278.733092369478,-6144235.607703094
396,4.829277108433735,1285.667389558233,-6199567.227440107
397,4.829277108433735,1292.601686746988,-6254975.021095483
398,4.829277108433735,1299.535983935743,-6310458.739123717
399,4.829277108433735,1306.4702811244981,-6366018.134109507
400,4.829277108433735,1313.404578313253,-6421652.960723792
401,4.829277108433735,1320.338875502008,-6477362.975681094
402,4.829277108433735,1327.2731726907632,-6533147.937698168
403,4.829277108433735,1334.2074698795182,-6589007.6074538715
404,4.829277108433735,1341.141767068273,-6644941.747550276
405,4.829277108433735,1348.076064257028,-6700950.1224749
406,4.829277108433735,1355.0103614457832,-6757032.498564091
407,4.829277108433735,1361.9446586345382,-6813188.643967482
408,4.829277108433735,1368.8789558232932,-6869418.32861352
409,4.829277108433735,1375.8132530120483,-6925721.324175985
410,4.829277108433735,1382.7475502008033,-6982097.404041503
411,4.829277108433735,1389.6818473895582,-7038546.343278025
412,4.829277108433735,1396.6161445783132,-7095067.918604204
413,4.829277108433735,1403.5504417670684,-7151661.908359673
414,4.829277108433735,1410.4847389558233,-7208328.092476177
415,4.829277108433735,1417.4190361445783,-7265066.252449552
416,4.829277108433735,1424.3533333333335,-7321876.17131249
417,4.829277108433735,1431.2876305220884,-7378757.6336080935
418,4.829277108433735,1438.2219277108434,-7435710.425364197
419,4.829277108433735,1445.1562248995986,-7492734.334068399
420,4.829277108433735,1452.0905220883535,-7549829.148643789
421,4.829277108433735,1459.0248192771085,-7606994.659425389
422,4.829277108433735,1465.9591164658634,-7664230.658137256
423,4.829277108433735,1472.8934136546186,-7721536.937870176
424,4.829277108433735,1479.8277108433736,-7778913.293060033
425,4.829277108433735,1486.7620080321285,-7836359.519466742
426,4.829277108433735,1493.6963052208837,-7893875.4141537985
427,4.829277108433735,1500.6306024096386,-7951460.775468327
428,4.829277108433735,1507.5648995983936,-8009115.403021742
429,4.829277108433735,1514.4991967871485,-8066839.09767088
430,4.829277108433735,1521.4334939759037,-8124631.661499687
431,4.829277108433735,1528.3677911646587,-8182492.897801354
432,4.829277108433735,1535.3020883534136,-8240422.611060953
433,4.829277108433735,1542.2363855421688,-8298420.6069385465
434,4.829277108433735,1549.1706827309238,-8356486.692252712
435,4.829277108433735,1556.1049799196787,-8414620.674964532
436,4.829277108433735,1563.0392771084337,-8472822.364161965
437,4.829277108433735,1569.9735742971889,-8531091.570044676
438,4.829277108433735,1576.9078714859438,-8589428.103909193
439,4.829277108433735,1583.8421686746988,-8647831.778134512
440,4.829277108433735,1590.776465863454,-8706302.406168014
441,4.829277108433735,1597.710763052209,-8764839.802511761
442,4.829277108433735,1604.6450602409639,-8823443.782709168
443,4.829277108433735,1611.579357429719,-8882114.163331944
444,4.829277108433735,1618.513654618474,-8940850.761967411
445,4.829277108433735,1625.447951807229,-8999653.397206118
446,4.829277108433735,1632.382248995984,-9058521.888629757
447,4.829277108433735,1639.316546184739,-9117456.056799378
448,4.829277108433735,1646.250843373494,-9176455.723243887
449,4.829277108433735,1653.185140562249,-9235520.710448816
450,4.829277108433735,1660.1194377510042,-9294650.841845382
451,4.829277108433735,1667.0537349397591,-9353845.941799756
452,4.829277108433735,1673.988032128514,-9413105.835602663
453,4.829277108433735,1680.922329317269,-9472430.34945914
454,4.829277108433735,1687.8566265060242,-9531819.310478581
455,4.829277108433735,1694.7909236947792,-9591272.54666501
456,4.829277108433735,1701.7252208835341,-9650789.886907546
457,4.829277108433735,1708.6595180722893,-9710371.16097112
458,4.829277108433735,1715.5938152610443,-9770016.199487366
459,4.829277108433735,1722.5281124497992,-9829724.83394573
460,4.829277108433735,1729.4624096385544,-9889496.896684803
461,4.829277108433735,1736.3967068273093,-9949332.22088376
462,4.829277108433735,1743.3310040160643,-10009230.640554093
463,4.829277108433735,1750.2653012048193,-10069191.990531435
464,4.829277108433735,1757.1995983935744,-10129216.106467599
465,4.829277108433735,1764.1338955823294,-10189302.824822774
466,4.829277108433735,1771.0681927710843,-10249451.982857881
467,4.829277108433735,1778.0024899598395,-10309663.418627096
468,4.829277108433735,1784.9367871485945,-10369936.970970513
469,4.829277108433735,1791.8710843373494,-10430272.479506973
470,4.829277108433735,1798.8053815261044,-10490669.78462701
471,4.829277108433735,1805.7396787148596,-10551128.727485973
472,4.829277108433735,1812.6739759036145,-10611649.149997246
473,4.829277108433735,1819.6082730923695,-10672230.894825622
474,4.829277108433735,1826.5425702811247,-10732873.80538082
475,4.829277108433735,1833.4768674698796,-10793577.725811059
476,4.829277108433735,1840.4111646586346,-10854342.500996849
477,4.829277108433735,1847.3454618473897,-10915167.976544823
478,4.829277108433735,1854.2797590361447,-10976053.998781698
479,4.829277108433735,1861.2140562248997,-11037000.414748387
480,4.829277108433735,1868.1483534136546,-11098007.072194157
481,4.829277108433735,1875.0826506024098,-11159073.819570934
482,4.829277108433735,1882.0169477911647,-11220200.506027684
483,4.829277108433735,1888.9512449799197,-11281386.981404925
484,4.829277108433735,1895.8855421686749,-11342633.096229292
485,4.829277108433735,1902.8198393574298,-11403938.701708212
486,4.829277108433735,1909.7541365461848,-11465303.649724673
487,4.829277108433735,1916.6884337349397,-11526727.792832104
488,4.829277108433735,1923.622730923695,-11588210.984249277
489,4.829277108433735,1930.5570281124499,-11649753.07785533
490,4.829277108433735,1937.4913253012048,-11711353.928184902
491,4.829277108433735,1944.42562248996,-11773013.39042328
492,4.829277108433735,1951.359919678715,-11834731.32040166
493,4.829277108433735,1958.29421686747,-11896507.574592477
494,4.829277108433735,1965.2285140562249,-11958342.010104802
495,4.829277108433735,1972.16281124498,-12020234.484679831
496,4.829277108433735,1979.097108433735,-12082184.85668637
497,4.829277108433735,1986.03140562249,-12144192.985116502
498,4.829277108433735,1992.9657028112451,-12206258.72958121
499,4.829277108433735,1999.9,-12268381.95030612
501,9.64855421686747,280.19429718875506,-377.3205333231531
502,9.64855421686747,287.12859437751007,-1476.098536210007
503,9.64855421686747,294.0628915662651,-3276.407780328519
504,9.64855421686747,300.99718875502015,-5760.540779148424
505,9.64855421686747,307.93148594377516,-8912.069878084008
506,9.64855421686747,314.86578313253017,-12715.587520846675
507,9.64855421686747,321.8000803212852,-17156.530546930935
508,9.64855421686747,328.7343775100402,-22221.058041758824
509,9.64855421686747,335.66867469879526,-27895.964253377828
510,9.64855421686747,342.60297188755027,-34168.6146282783
511,9.64855421686747,349.5372690763053,-41026.89704895935
512,9.64855421686747,356.4715662650603,-48459.18301243172
513,9.64855421686747,363.4058634538153,-56454.295296787976
514,9.64855421686747,370.34016064257037,-65001.47989589161
515,9.64855421686747,377.2744578313253,-74090.38083383594
516,9.64855421686747,384.2087550200804,-83711.0170226604
517,9.64855421686747,391.1430522088354,-93853.76068189542
518,9.64855421686747,398.0773493975904,-104509.31705979914
519,9.64855421686747,405.0116465863455,-115668.70532646254
520,9.64855421686747,411.94594377510043,-127323.24058151827
521,9.64855421686747,418.8802409638555,-139464.51695279565
522,9.64855421686747,425.8145381526105,-152084.3917731855
523,9.64855421686747,432.7488353413655,-165174.970821868
524,9.64855421686747,439.68313253012053,-178728.59460677486
525,9.64855421686747,446.61742971887554,-192737.8256541498
526,9.64855421686747,453.5517269076306,-207195.4367598237
527,9.64855421686747,460.48602409638556,-222094.4001465652
528,9.64855421686747,467.42032128514063,-237427.87746379606
529,9.64855421686747,474.35461847389564,-253189.2105599469
530,9.64855421686747,481.28891566265065,-269371.9129539752
531,9.64855421686747,488.2232128514057,-301965.99290859734
532,9.64855421686747,495.1575100401607,-342223.11901232105
533,9.64855421686747,502.09180722891574,-382750.51638344134
534,9.64855421686747,509.02610441767075,-423524.017818432
535,9.64855421686747,515.9604016064258,-464527.1334130212
536,9.64855421686747,522.8946987951808,-505747.5177079219
537,9.64855421686747,529.8289959839358,-547175.2568805967
538,9.64855421686747,536.7632931726909,-588802.003113194
539,9.64855421686747,543.6975903614459,-630620.5114073745
540,9.64855421686747,550.6318875502009,-672624.3729183902
541,9.64855421686747,557.5661847389558,-714807.8479690906
542,9.64855421686747,564.5004819277109,-757165.7522986927
543,9.64855421686747,571.434779116466,-799693.3736839017
544,9.64855421686747,578.3690763052209,-842386.4072762333
545,9.64855421686747,585.303373493976,-885240.9034248672
546,9.64855421686747,592.237670682731,-928253.2244450687
547,9.64855421686747,599.171967871486,-971420.0081711839
548,9.64855421686747,606.106265060241,-1014738.1368723428
549,9.64855421686747,613.040562248996,-1058204.7105288357
550,9.64855421686747,619.9748594377511,-1101817.0237222302
551,9.64855421686747,626.909156626506,-1145572.545558613
552,9.64855421686747,633.8434538152611,-1189468.9021600392
553,9.64855421686747,640.7777510040162,-1233503.8613443007
554,9.64855421686747,647.7120481927711,-1277675.3191782872
555,9.64855421686747,654.6463453815261,-1321981.2881416723
556,9.64855421686747,661.5806425702813,-1366419.8866792037
557,9.64855421686747,668.5149397590362,-1410989.3299538898
558,9.64855421686747,675.4492369477912,-1455687.92164158
559,9.64855421686747,682.3835341365462,-1500514.0466308387
560,9.64855421686747,689.3178313253013,-1545466.1645117693
561,9.64855421686747,696.2521285140563,-1590542.803753968
562,9.64855421686747,703.1864257028113,-1635742.5564878238
563,9.64855421686747,710.1207228915664,-1681064.0738152135
564,9.64855421686747,717.0550200803214,-1726506.0615857604
565,9.64855421686747,723.9893172690763,-1772067.276583408
566,9.64855421686747,730.9236144578314,-1817746.5230753764
567,9.64855421686747,737.8579116465864,-1863542.649681876
568,9.64855421686747,744.7922088353414,-1909454.5465303268
569,9.64855421686747,751.7265060240965,-1955481.1426624558
570,9.64855421686747,758.6608032128515,-2001621.403666613
571,9.64855421686747,765.5951004016065,-2047874.3295111244
572,9.64855421686747,772.5293975903614,-2094238.9525574236
573,9.64855421686747,779.4636947791166,-2140714.3357342915
574,9.64855421686747,786.3979919678716,-2187299.5708567756
575,9.64855421686747,793.3322891566265,-2233993.7770752735
576,9.64855421686747,800.2665863453817,-2280796.0994419726
577,9.64855421686747,807.2008835341367,-2327705.70758328
578,9.64855421686747,814.1351807228916,-2374721.7944681984
579,9.64855421686747,821.0694779116466,-2421843.575263685
580,9.64855421686747,828.0037751004018,-2469070.286269048
581,9.64855421686747,834.9380722891567,-2516401.1839222596
582,9.64855421686747,841.8723694779117,-2563835.543871889
583,9.64855421686747,848.8066666666668,-2611372.6601089383
584,9.64855421686747,855.7409638554218,-2659011.8441535165
585,9.64855421686747,862.6752610441768,-2706752.4242918114
586,9.64855421686747,869.6095582329317,-2754593.7448592205
587,9.64855421686747,876.5438554216869,-2802535.1655659694
588,9.64855421686747,883.4781526104418,-2850576.0608618674
589,9.64855421686747,890.4124497991968,-2898715.819337225
590,9.64855421686747,897.346746987952,-2946953.8431571512
591,9.64855421686747,904.2810441767069,-2995289.547526801
592,9.64855421686747,911.2153413654619,-3043722.3601853293
593,9.64855421686747,918.1496385542168,-3092251.720926472
594,9.64855421686747,925.083935742972,-3140877.081143945
595,9.64855421686747,932.018232931727,-3189597.9033999224
596,9.64855421686747,938.9525301204819,-3238413.6610150775
597,9.64855421686747,945.8868273092371,-3287323.8376787524
598,9.64855421686747,952.8211244979921,-3336327.9270779383
599,9.64855421686747,959.755421686747,-3385425.4325439273
600,9.64855421686747,966.6897188755022,-3434615.8667154796
601,9.64855421686747,973.6240160642571,-3483898.7512175236
602,9.64855421686747,980.5583132530121,-3533273.6163544795
603,9.64855421686747,987.492610441767,-3582740.0008172947
604,9.64855421686747,994.4269076305222,-3632297.451403459
605,9.64855421686747,1001.3612048192772,-3681945.5227491944
606,9.64855421686747,1008.2955020080321,-3731683.7770732213
607,9.64855421686747,1015.2297991967873,-3781511.78393139
608,9.64855421686747,1022.1640963855423,-3831429.119981623
609,9.64855421686747,1029.0983935742972,-3881435.3687586566
610,9.64855421686747,1036.0326907630522,-3931530.120457991
611,9.64855421686747,1042.9669879518074,-3981712.971728646
612,9.64855421686747,1049.9012851405623,-4031983.525474234
613,9.64855421686747,1056.8355823293173,-4082341.390661979
614,9.64855421686747,1063.7698795180725,-4132786.1821392267
615,9.64855421686747,1070.7041767068274,-4183317.5204571383
616,9.64855421686747,1077.6384738955824,-4233935.031701218
617,9.64855421686747,1084.5727710843375,-4284638.3473283155
618,9.64855421686747,1091.5070682730925,-4335427.104009838
619,9.64855421686747,1098.4413654618475,-4386300.943480884
620,9.64855421686747,1105.3756626506024,-4437259.512395006
621,9.64855421686747,1112.3099598393576,-4488302.462184381
622,9.64855421686747,1119.2442570281125,-4539429.4489251105
623,9.64855421686747,1126.1785542168675,-4590640.133207485
624,9.64855421686747,1133.1128514056227,-4641934.180010927
625,9.64855421686747,1140.0471485943776,-4693311.258583459
626,9.64855421686747,1146.9814457831326,-4744771.042325504
627,9.64855421686747,1153.9157429718875,-4796313.208677805
628,9.64855421686747,1160.8500401606427,-4847937.439013333
629,9.64855421686747,1167.7843373493977,-4899643.418532972
630,9.64855421686747,1174.7186345381526,-4951430.8361648815
631,9.64855421686747,1181.6529317269078,-5003299.384467332
632,9.64855421686747,1188.5872289156628,-5055248.759534929
